strategy_id,symbol_count,side_mix,trade_count,avg_return_correlation,max_return_correlation,avg_drawdown_correlation,max_drawdown_correlation,avg_stress_overlap,max_stress_overlap,avg_symbol_overlap,max_symbol_overlap,avg_side_overlap,max_side_overlap,correlation_penalty,marginal_dd_contribution,diversification_score,portfolio_fit_score,cluster_membership
AUDJPY_1_3.14.146_BUY_M15,1,,655,0.029434079538113896,0.3052916704165212,0.07208068488688246,0.4671111049031131,0.07034577647534254,0.15639810426540285,0.0821917808219178,1.0,0.821917808219178,1.0,0.050757382212498175,1.8235320251758935,0.9282561370533801,0.7142192451279488,CLUSTER_01
AUDJPY_2_5.20.109_BUY_M15,1,,664,0.02144477102940914,0.41634189660208326,0.040513974330468265,0.7447445061483391,0.06813413976184088,0.23232323232323232,0.0821917808219178,1.0,0.821917808219178,1.0,0.0309793726799387,4.6835320251758645,0.9327898904854718,0.7166291218439946,CLUSTER_02
AUDJPY_3_3.19_BUY_M15,1,BUY,621,0.03829022253930185,0.99388905180966,0.05961836404445637,0.9986024385573405,0.0779980606143999,0.983739837398374,0.0821917808219178,1.0,0.08904109589041095,1.0,0.048954293291879114,4.658600518326537,0.9209190583243823,0.7106924591881074,CLUSTER_03
AUDJPY_46_3.50.181_BUY_M15,1,,572,0.025904934635006246,0.31010356508204096,-0.010833896225440688,0.6199783363164199,0.07085051862575147,0.15639810426540285,0.0821917808219178,1.0,0.821917808219178,1.0,0.018369415430223468,-0.5004405775638503,0.9296003160545796,0.7147751359984116,CLUSTER_04
AUDJPY_47_6.30.171_BOTH_M15,1,,650,0.01463329479046911,0.2958683550348117,0.03173506308365189,0.5083945626784776,0.06718755801836385,0.1509433962264151,0.0821917808219178,1.0,0.821917808219178,1.0,0.023184178937060502,1.9476416142169768,0.936237916255435,0.7182163402084283,CLUSTER_05
AUDJPY_56_1.14.109_BUY_M15,1,,684,0.030300219804310278,0.3757912074652935,0.09262795939170429,0.533517220593882,0.07211459312498533,0.2708333333333333,0.0821917808219178,1.0,0.821917808219178,1.0,0.06146408959800728,-0.19961865975561466,0.9270850450907849,0.7135325416124048,CLUSTER_06
AUDJPY_78_3.7.108_BUY_M15,1,BUY,622,0.03845355944285316,0.99388905180966,0.05846796367853724,0.9986024385573405,0.07754612921847324,0.983739837398374,0.0821917808219178,1.0,0.08904109589041095,1.0,0.048460761560695204,4.457504627915583,0.9210473225432158,0.7107465365030037,CLUSTER_03
AUDUSD_48_5.8.189_SELL_M15,1,,839,0.0561544450536737,0.38504164599940116,0.0382197319706482,0.5518610121673146,0.08210701887246752,0.23232323232323232,0.0684931506849315,1.0,0.821917808219178,1.0,0.047187088512160955,0.0036690114772284232,0.91571941024896,0.7078598885750539,CLUSTER_07
AUDUSD_4_3.27.109_SELL_M15,1,SELL,513,0.06715418353188742,0.5712910518083508,0.07779237196591231,0.6970220941050201,0.09220250864234021,0.4583333333333333,0.0684931506849315,1.0,0.06164383561643835,1.0,0.07247327774889986,-1.8038652350980584,0.9063437532498106,0.7030816833631505,CLUSTER_08
AUDUSD_5_6.3.178_SELL_M15,1,SELL,640,0.06357335449761262,0.5712910518083508,0.08450617127956551,0.6499301833012513,0.09254577078677201,0.4583333333333333,0.0684931506849315,1.0,0.06164383561643835,1.0,0.07403976288858907,-2.8203035912624728,0.9077826718675185,0.7037503207541961,CLUSTER_08
AUDUSD_60_1.31.145_SELL_M15,1,,556,0.059619039421371416,0.5040746492801451,0.050628173286222856,0.6970220941050201,0.08463243112582293,0.38202247191011235,0.0684931506849315,1.0,0.821917808219178,1.0,0.055123606353797136,-0.8983857830433095,0.9130571850840475,0.7064836732528716,CLUSTER_08
AUDUSD_61_6.25.174_SELL_M15,1,,562,0.040610699347809136,0.2706536416484386,0.026292444072818603,0.4016710301632248,0.08186450056056714,0.25773195876288657,0.0684931506849315,1.0,0.821917808219178,1.0,0.03345157171031387,0.763258052573164,0.9227355275901891,0.7114059266977232,CLUSTER_09
AUDUSD_6_5.9.126_SELL_M15,1,,752,0.049011935155929644,0.37086752449026367,0.09056128177391162,0.700152736627995,0.08027860055922337,0.24242424242424243,0.0684931506849315,1.0,0.821917808219178,1.0,0.06978660846492063,-0.1778378378378136,0.9197064894538437,0.70984435283503,CLUSTER_10
EURGBP_10_5.21.111_SELL_M15,1,SELL,472,0.03296862573444261,0.4573369692172609,0.05313073382873842,0.5271831493027941,0.06623064825411991,0.26424870466321243,0.0958904109589041,1.0,0.06164383561643835,1.0,0.043049679781590515,0.9344909292854169,0.9239479634632263,0.7120207062780775,CLUSTER_11
EURGBP_49_2.36.141_BOTH_M15,1,,1162,0.02530312669627726,0.27449062302988453,-0.03202743993466916,0.4458709403511655,0.06662255054506906,0.13488372093023257,0.0958904109589041,1.0,0.821917808219178,1.0,0.02866528331547321,1.636134764901925,0.9271806731286558,0.713672143302573,CLUSTER_12
EURGBP_62_3.31.132_BUY_M15,1,,633,-0.004660425829349351,0.08166880384788044,0.07452904222554498,0.6205410259182966,0.04714871100358079,0.08444444444444445,0.0958904109589041,1.0,0.821917808219178,1.0,0.03959473402744716,0.05586079229914276,0.9450102466435074,0.7225079163613687,CLUSTER_13
EURGBP_63_4.21.189_SELL_M15,1,,850,0.04825690166529893,0.469198631619657,0.07137821115032174,0.402418436756239,0.0771414260924697,0.2708333333333333,0.0958904109589041,1.0,0.821917808219178,1.0,0.059817556407810335,1.4235320251758878,0.9123039395658014,0.7062231463841595,CLUSTER_14
EURGBP_70_2.27.108_SELL_M15,1,,816,0.03455268375115031,0.469198631619657,0.07648941018749655,0.5560944861455769,0.07484714873828259,0.2708333333333333,0.0958904109589041,1.0,0.821917808219178,1.0,0.05552104696932343,-2.7478378378378068,0.9194143819072841,0.7095697990617501,CLUSTER_15
EURGBP_7_3.16.177_SELL_M15,1,,615,0.026075796528214748,0.22613755927330143,0.044693501058430604,0.5462452629853939,0.08083396320372017,0.24489795918367346,0.0958904109589041,1.0,0.821917808219178,1.0,0.035384648793322676,-0.9223583857830562,0.9205210809106165,0.7102144225360191,CLUSTER_16
EURGBP_8_6.1.186_SELL_M15,1,SELL,646,0.033414714178670486,0.47818398505376364,-0.014315951206843473,0.6153546432548308,0.06762595999667775,0.2708333333333333,0.0958904109589041,1.0,0.06164383561643835,1.0,0.02386533269275698,3.6242169566827016,0.9231295633802105,0.7117459925379395,CLUSTER_17
EURGBP_9_5.2.127_SELL_M15,1,SELL,607,0.04104625718479227,0.47818398505376364,-0.0030123851252993193,0.6153546432548308,0.07502495539199744,0.2708333333333333,0.0958904109589041,1.0,0.06164383561643835,1.0,0.022029321155045793,1.5062717512032577,0.916449324090681,0.7082999756329007,CLUSTER_18
EURUSD_11_1.42.105_SELL_M15,1,,533,0.050679386315654204,0.2705326565213337,0.034697110525338526,0.49174489397146215,0.0689237011027471,0.21890547263681592,0.1232876712328767,1.0,0.821917808219178,1.0,0.042688248420496365,0.612573121066319,0.9057471818475293,0.702904219579818,CLUSTER_19
EURUSD_12_3.47.124_BUY_M15,1,,648,-0.0029971714394060544,0.35611243633444556,0.08066733459330216,0.6205410259182966,0.05871398961388712,0.2436548223350254,0.1232876712328767,1.0,0.821917808219178,1.0,0.04183225301635411,-1.3374268789337123,0.9314769268986886,0.7156715921053975,CLUSTER_20
EURUSD_13_6.46.178_BUY_M15,1,,524,-0.020412476192381315,0.3074231047944788,0.0598796402599537,0.7447445061483391,0.06109003065882338,0.21890547263681592,0.1232876712328767,1.0,0.821917808219178,1.0,0.04014605822616751,-0.3387967419474194,0.922680773210728,0.7113234467682665,CLUSTER_21
EURUSD_14_5.6.167_BUY_M15,1,,702,-0.011238571268133284,0.35611243633444556,0.01730095404067437,0.3935825426537264,0.05830724499279791,0.21287128712871287,0.1232876712328767,1.0,0.821917808219178,1.0,0.014269762654403828,-0.13742687893370942,0.9279948579175161,0.7139905576148113,CLUSTER_22
EURUSD_18_6.6.111_SELL_M15,1,SELL,1535,0.05263938754074933,0.37230813517343453,0.05544267416012924,0.5068793348463572,0.08525230809935846,0.22,0.1232876712328767,1.0,0.44977168949771695,0.5,0.054041030850439285,-11.468933728248771,0.897618911526771,0.698236009076973,CLUSTER_23
EURUSD_59_2.34.129_SELL_M15,1,,964,0.07047937472160642,0.48374146517303634,0.10721546159316607,0.5774415589096853,0.09040353409317176,0.3942857142857143,0.1232876712328767,1.0,0.821917808219178,1.0,0.08884741815738625,-1.107974824139177,0.8874005945602508,0.6936448985389184,CLUSTER_24
EURUSD_64_4.34.165_BUY_M15,1,BUY,855,0.00504939229068839,0.21169018374358764,-0.023884117098520265,0.4844331743444426,0.05379705589115003,0.16666666666666666,0.1232876712328767,1.0,0.08904109589041095,1.0,0.014466754694604327,-0.19222139948163885,0.9327501326193351,0.7163654552396935,CLUSTER_25
EURUSD_71_5.30.159_SELL_M15,1,,1001,0.06325597972348927,0.5298983673725256,0.08270419967206728,0.6009734000436369,0.08979533282215085,0.3942857142857143,0.1232876712328767,1.0,0.821917808219178,1.0,0.07298008969777828,-3.310029618659712,0.8908813040132011,0.6952751505256676,CLUSTER_26
EURUSD_72_5.42.127_SELL_M15,1,,989,0.05296466399621478,0.555157491323988,0.03161008266655116,0.6199783363164199,0.08863982736195744,0.47023809523809523,0.1232876712328767,1.0,0.821917808219178,1.0,0.042287373331382966,-0.9285227693446672,0.89596878009652,0.6979379639097928,CLUSTER_26
EURUSD_73_5.43.181_SELL_M15,1,,941,0.05751860941110442,0.555157491323988,0.04598144157807327,0.5034966933343351,0.08909969540032173,0.47023809523809523,0.1232876712328767,1.0,0.821917808219178,1.0,0.05175002549458885,-0.9867419474268928,0.8937404185617406,0.696820872183499,CLUSTER_26
GBPJPY_50_5.35.116_BUY_M15,1,,539,0.02857972190203418,0.2957215291284154,-0.006999976322181246,0.5049100184186897,0.0695948755654468,0.1951219512195122,0.0410958904109589,1.0,0.821917808219178,1.0,0.017789849112107712,-0.8808515364679437,0.9426682154330223,0.7212900651396877,CLUSTER_27
GBPJPY_65_2.14.157_BUY_M15,1,,680,0.05714139431196279,0.5539028043732632,0.009844727937325375,0.4348431359897446,0.07676586614875082,0.2512820512820513,0.0410958904109589,1.0,0.821917808219178,1.0,0.03349306112464408,-2.6985227693446774,0.9267870318804743,0.7132585898017699,CLUSTER_28
GBPJPY_66_4.17.131_BOTH_M15,1,,908,0.06741203544163246,0.9050502002326537,0.09299168442537316,0.9063513145923163,0.0885952110040092,0.8283582089552238,0.0410958904109589,1.0,0.821917808219178,1.0,0.08020185993350282,-3.0322213994816423,0.916964815887173,0.7083307968736124,CLUSTER_28
GBPJPY_67_4.19.99_BOTH_M15,1,,929,0.07140384270936687,0.9050502002326537,0.05809939494646705,0.9063513145923163,0.09233994106967339,0.8283582089552238,0.0410958904109589,1.0,0.821917808219178,1.0,0.06475161882791695,-2.3404405775638395,0.913526354850107,0.7066461553961754,CLUSTER_28
GBPUSD_19_0.13205_BUY_M15,1,,498,-0.014854101424602386,0.20941359991069367,0.05490059293383148,0.5263876064325042,0.06012798006921425,0.13425925925925927,0.0684931506849315,1.0,0.821917808219178,1.0,0.034877347179216936,1.936545723806006,0.943843580218882,0.7220186173956313,CLUSTER_29
GBPUSD_20_1.32.126_BUY_M15,1,,610,-0.01361158475984091,0.27933525005165644,-0.007728124895744774,0.5271831493027941,0.060904156049154015,0.13425925925925927,0.0684931506849315,1.0,0.821917808219178,1.0,0.010669854827792842,-1.0271529063309686,0.9440508427454694,0.7219740637274181,CLUSTER_30
GBPUSD_21_3.3.167_BUY_M15,1,,774,-0.024791188473351166,0.27933525005165644,-0.040337600988357994,0.4631918207495905,0.0655527747765422,0.2436548223350254,0.0684931506849315,1.0,0.821917808219178,1.0,0.03256439473085458,0.9975046279156317,0.9370160772161813,0.7185579138394864,CLUSTER_31
GBPUSD_22_6.11.100_SELL_M15,1,,394,0.013937893097997943,0.1742089813106515,0.034845613370312896,0.4670162074943405,0.06066506084223651,0.0990990990990991,0.0684931506849315,1.0,0.821917808219178,1.0,0.02439175323415542,1.0057238059978033,0.9440120813538074,0.7220563268672036,CLUSTER_32
GBPUSD_69_3.13.113_BUY_M15,1,,758,0.026791917461512438,0.24587195597579836,-0.022815545702299125,0.40865629706244844,0.07559084618497246,0.1650943396226415,0.0684931506849315,1.0,0.821917808219178,1.0,0.024803731581905783,3.9851758607923244,0.9316654992621407,0.71603200842411,CLUSTER_33
GBPUSD_74_6.52.179_SELL_M15,1,,723,0.04191355937167722,0.2975614693772414,0.029174241866229095,0.30051091080066755,0.08215739012038409,0.23115577889447236,0.0684931506849315,1.0,0.821917808219178,1.0,0.035543900618953156,3.7872306553128823,0.9220263055529956,0.7112025143092634,CLUSTER_34
NZDUSD_23_2.12.147_SELL_M15,1,,517,0.05396763337182066,0.4088477137698495,0.06606508114294875,0.49812320425499046,0.06783956133450204,0.1902439024390244,0.0821917808219178,1.0,0.821917808219178,1.0,0.0600163572573847,-0.5778378378377909,0.9184662087454396,0.7092042124808279,CLUSTER_35
NZDUSD_24_4.41.120_SELL_M15,1,,639,0.03843266015909787,0.3366228849149255,0.04967304615411414,0.49767995277927934,0.07355078118003558,0.178743961352657,0.0821917808219178,1.0,0.821917808219178,1.0,0.044052853156606,-0.6915364679748279,0.9228323213530792,0.7113815838531409,CLUSTER_36
NZDUSD_25_5.7.105_SELL_M15,1,,711,0.07451282122124232,0.6530519376926279,0.09278436279642438,0.700152736627995,0.09061016461350414,0.40229885057471265,0.0821917808219178,1.0,0.821917808219178,1.0,0.08364859200883334,-0.22920770085151787,0.8992147460216957,0.6995959126258053,CLUSTER_37
NZDUSD_26_2.6.180_SELL_M15,1,,759,0.08014468619232314,0.6530519376926279,0.10013450524510828,0.6361286459696266,0.09433926579239774,0.40229885057471265,0.0821917808219178,1.0,0.821917808219178,1.0,0.09013959571871571,1.2050388744909668,0.8950543166217071,0.697587410254578,CLUSTER_37
NZDUSD_27_6.16.107_SELL_M15,1,,576,0.05380291765635142,0.3763907356539396,0.10060993512800703,0.6172324059772236,0.08168491477222216,0.28272251308900526,0.0821917808219178,1.0,0.821917808219178,1.0,0.07720642639217923,1.3707922991484764,0.9123859253133281,0.7062615022716214,CLUSTER_38
NZDUSD_75_4.73.120_SELL_M15,1,,560,0.04809552527451683,0.27216769549988107,0.08165935763142997,0.49812320425499046,0.08975808891500552,0.26424870466321243,0.0821917808219178,1.0,0.821917808219178,1.0,0.0648774414529734,-0.026467974824129215,0.9113344667529063,0.705665909977712,CLUSTER_39
NZDUSD_76_5.71.164_BUY_M15,1,,546,-0.01871147874718844,0.2176101568371057,0.02974996191559621,0.5462452629853939,0.058711724461100685,0.15639810426540285,0.0821917808219178,1.0,0.821917808219178,1.0,0.024230720331392324,1.4317512032580595,0.93819242718901,0.7191678011546678,CLUSTER_40
US500.cash_28_3.8.114_BUY_M15,1,,547,-0.007370268322883939,0.12719550405897992,0.039748455092048766,0.49767995277927934,0.05807660645750788,0.12669683257918551,0.0136986301369863,1.0,0.821917808219178,1.0,0.023559361707466354,1.6102443539429743,0.9663462900519416,0.733253657243668,CLUSTER_41
US500.cash_29_3.32.156_BUY_M15,1,,644,0.007782096251376371,0.06857672421438595,0.017257205064450505,0.5949686324418076,0.053234532197242494,0.08298755186721991,0.0136986301369863,1.0,0.821917808219178,1.0,0.012519650657913437,1.7240799703813963,0.9683152884216183,0.7342438482093282,CLUSTER_42
USDCAD_30_2.34.141_BUY_M15,1,BUY,635,0.052148943068782,0.5506714847835382,0.05227093278901445,0.4093315324984245,0.08205842952978726,0.3942857142857143,0.0821917808219178,1.0,0.08904109589041095,1.0,0.05220993792889822,1.8809292854498665,0.9129550185711078,0.7065715557498264,CLUSTER_43
USDCAD_31_3.2.189_BUY_M15,1,BUY,1719,0.06431058156930078,0.42835639510747237,0.0579511412841105,0.6699290858430573,0.08196515663143382,0.48484848484848486,0.0821917808219178,1.0,0.46347031963470314,0.5,0.06113086142670564,-1.1157830433172933,0.9075913005257009,0.7037398611106845,CLUSTER_44
USDCAD_32_4.16.175_BUY_M15,1,,765,0.06593102118530426,0.5506714847835382,0.0868780945223775,0.5871508040399466,0.09184867364303688,0.3942857142857143,0.0821917808219178,1.0,0.821917808219178,1.0,0.07640455785384088,1.0620251758608248,0.9024784309134314,0.7012923167155087,CLUSTER_43
USDCAD_33_5.11.180_BUY_M15,1,,424,0.031087535200246645,0.32830840193207717,0.06564714587437086,0.6699290858430573,0.058578164263648896,0.14485981308411214,0.0821917808219178,1.0,0.821917808219178,1.0,0.04836734053730875,1.8320251758608066,0.9327513177420738,0.7164672601298299,CLUSTER_45
USDCAD_34_1.8.187_BUY_M15,1,,890,0.049040759952840615,0.47311298327675116,0.07182267618522528,0.4803551260877864,0.07527752387203941,0.3611111111111111,0.0821917808219178,1.0,0.821917808219178,1.0,0.06043171806903295,1.0238059977786094,0.9173501691371918,0.7087262748684848,CLUSTER_46
USDCAD_51_6.27.122_BUY_M15,1,,1168,0.04717769488301074,0.47311298327675116,0.08487942099044672,0.5628881193062586,0.07774532271177335,0.48484848484848486,0.0821917808219178,1.0,0.821917808219178,1.0,0.06602855793672874,1.3192854498334015,0.91708139857279,0.7086066635588867,CLUSTER_47
USDCAD_77_3.51.113_SELL_M15,1,,580,0.00024851287443371055,0.1729520330085817,0.01489496419967111,0.3607921539504391,0.06071855352797288,0.1674641148325359,0.0821917808219178,1.0,0.821917808219178,1.0,0.00757173853705241,1.5313402443539417,0.9455062657694023,0.7228296998969188,CLUSTER_48
USDCHF_35_3.1.133_SELL_M15,1,,340,-0.013625278770110999,0.13596546996696188,0.09234880905510556,0.5853967230305666,0.052615016420806765,0.1509433962264151,0.0547945205479452,1.0,0.821917808219178,1.0,0.05298704391260828,0.6780525731210645,0.9522950286213883,0.7261814169393501,CLUSTER_49
USDCHF_36_4.5.112_SELL_M15,1,,706,0.042153380620295125,0.2524229917368356,0.036393650697934384,0.7221013939010589,0.07238282239148203,0.14883720930232558,0.0547945205479452,1.0,0.821917808219178,1.0,0.03927351565911476,1.4787375046279436,0.9308301807010061,0.7154890272257344,CLUSTER_50
USDCHF_52_3.17.186_BOTH_M15,1,,562,-0.021447046869924817,0.11592715227494131,0.02651701336944588,0.5949686324418076,0.052063206023469755,0.08444444444444445,0.0547945205479452,1.0,0.821917808219178,1.0,0.023982030119685346,-0.8394816734542587,0.9490639363091763,0.7244899940709154,CLUSTER_51
USDCHF_53_6.47.153_BOTH_M15,1,,537,0.05239757120336486,0.3485020137303363,0.028622223899157192,0.6111654915178082,0.07260830826169896,0.13488372093023257,0.0547945205479452,1.0,0.821917808219178,1.0,0.040509897551261026,0.44613476490189896,0.9261769911662121,0.7131108023213512,CLUSTER_52
USDCHF_55_6.23.134_BUY_M15,1,BUY,537,0.03488369221216326,0.3485020137303363,0.025322135767174087,0.6111654915178082,0.05857792731440929,0.11926605504587157,0.0547945205479452,1.0,0.08904109589041095,1.0,0.030102913989668675,-0.9755090707145513,0.9401966622499861,0.7200495556714573,CLUSTER_53
USDJPY_37_0.18430_BUY_M15,1,,1138,0.06519686565975115,0.5386059257837966,0.06021871666306464,0.39408379175751584,0.06734623772733132,0.23232323232323232,0.0684931506849315,1.0,0.821917808219178,1.0,0.0627077911614079,-8.762906330988486,0.9182609038218751,0.7086923065943881,CLUSTER_54
USDJPY_38_1.35.168_BUY_M15,1,,363,0.06754586998215675,0.49923950031652153,-0.005448943502108755,0.5799167731162472,0.06706344056649159,0.14553990610328638,0.0684931506849315,1.0,0.821917808219178,1.0,0.036497406742132754,1.3479155868196955,0.9173425895278458,0.7087386905432639,CLUSTER_55
USDJPY_39_6.27.190_BUY_M15,1,BUY,1727,0.09342157878618276,0.6464179646936425,0.0658914598427923,0.6958773369823925,0.08091494474001161,0.2978723404255319,0.0684931506849315,1.0,0.08904109589041095,1.0,0.07965651931448753,7.015723805997808,0.8996860504267142,0.700193811403657,CLUSTER_54
USDJPY_40_2.4.138_BUY_M15,1,BUY,585,0.08839478258114669,0.6028506581221899,0.06058569465683683,0.6329593951446325,0.07816781941018423,0.23232323232323232,0.0684931506849315,1.0,0.08904109589041095,1.0,0.07449023861899176,1.452710107367679,0.9031411266644312,0.701643198837584,CLUSTER_54
USDJPY_41_2.5.172_BUY_M15,1,,748,0.09348167187788019,0.6028506581221899,0.02190199868898015,0.5799167731162472,0.07555579302632418,0.19607843137254902,0.0684931506849315,1.0,0.821917808219178,1.0,0.057691835283430165,0.8310662717512542,0.9020411875920432,0.7010621471096092,CLUSTER_54
USDJPY_57_4.8.181_BUY_M15,1,,953,0.09148957970245405,0.6464179646936425,0.0568279059075412,0.6958773369823925,0.08271084233073095,0.2978723404255319,0.0684931506849315,1.0,0.821917808219178,1.0,0.07415874280499762,1.2243539429840808,0.8997465399791628,0.6999344876867306,CLUSTER_54
USOIL.cash_42_1.25.121_BUY_M15,1,,837,0.025083584346406746,0.3866065552576255,0.03320736876286314,0.7221013939010589,0.06989157014389907,0.2054794520547945,0.0410958904109589,1.0,0.821917808219178,1.0,0.029145476554634946,1.964764901888202,0.9440901900895445,0.7221433332898667,CLUSTER_56
USOIL.cash_43_5.11.112_BUY_M15,1,,547,0.011923556915791793,0.3866065552576255,-0.007898019754163741,0.5239568965978735,0.09303108679752643,0.3247311827956989,0.0410958904109589,1.0,0.821917808219178,1.0,0.009910788334977768,2.2433950388745245,0.9396548615459833,0.7199396005249354,CLUSTER_57
USOIL.cash_44_6.17.127_BUY_M15,1,,689,0.022357915799787517,1.0,0.0030539570625803115,1.0,0.0971618721616619,1.0,0.0410958904109589,1.0,0.821917808219178,1.0,0.012705936431183914,1.9031210662717655,0.9331814641023696,0.7166858881044984,CLUSTER_58
USOIL.cash_54_4.18.190_BOTH_M15,1,,689,0.022357915799787517,1.0,0.0030539570625803115,1.0,0.0971618721616619,1.0,0.0410958904109589,1.0,0.821917808219178,1.0,0.012705936431183914,1.9031210662717655,0.9331814641023696,0.7166858881044984,CLUSTER_58
XAUUSD_45_2.13.130_BUY_M15,1,,1570,-0.028116005548273697,0.3069814800939466,0.013415932846535592,0.5770332213150297,0.050739480223823095,0.23394495412844038,0.0136986301369863,1.0,0.821917808219178,1.0,0.020765969197404643,-12.35770085153645,0.9603869073889615,0.7295755686519039,CLUSTER_59
XAUUSD_58_5.6.136_BUY_M15,1,,1190,-0.013942973315340817,0.3069814800939466,-0.014373521104939424,0.2501001084133482,0.05396026140251003,0.23394495412844038,0.0136986301369863,1.0,0.821917808219178,1.0,0.01415824721014012,10.074216956682747,0.965254574524182,0.7331309981099251,CLUSTER_60
