strategy_id,symbol_mode,side_mode,side_mix,trade_count,buy_trade_count,sell_trade_count,session_preferred_regimes,session_forbidden_regimes,session_regime_dependency_score,session_regime_confidence,volatility_preferred_regimes,volatility_forbidden_regimes,volatility_regime_dependency_score,volatility_regime_confidence,trend_preferred_regimes,trend_forbidden_regimes,trend_regime_dependency_score,trend_regime_confidence,composite_preferred_regimes,composite_forbidden_regimes,composite_regime_dependency_score,composite_regime_confidence
US500.cash_29_3.32.156_BUY_M15,US500.cash,,UNKNOWN,644,0,0,ASIA|LONDON,,0.8855355746677092,1.0,HIGH_VOL|LOW_VOL|MID_VOL|UNKNOWN,,0.4514464425332291,1.0,DOWNTREND|RANGE|UNKNOWN|UPTREND,,0.5468334636434714,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND,0.2752593434702288,0.7619047619047619
USDCAD_30_2.34.141_BUY_M15,USDCAD,BUY,BUY,635,635,0,ASIA|NEW_YORK|NY_PM,LONDON,0.6638397939965311,1.0,MID_VOL|UNKNOWN,,0.37994020470069617,1.0,UNKNOWN|UPTREND,RANGE,0.7064992920848776,1.0,ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|LOW_VOL|DOWNTREND|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|LOW_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.14293432617056903,0.7380952380952381
USDCAD_31_3.2.189_BUY_M15,USDCAD,BUY,BUY,1719,864,0,NEW_YORK,NY_PM,0.4272554913988557,1.0,MID_VOL,UNKNOWN,0.5917480955846918,1.0,UPTREND,RANGE|UNKNOWN,0.9089483145539354,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|LOW_VOL|UPTREND|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|RANGE|NY_PM|UNKNOWN|UNKNOWN,0.17219388221193374,0.8452380952380952
USDCAD_32_4.16.175_BUY_M15,USDCAD,,UNKNOWN,765,0,0,,NY_PM,0.4136846323382087,1.0,HIGH_VOL,LOW_VOL|UNKNOWN,0.7802525366941303,1.0,UPTREND,DOWNTREND|RANGE|UNKNOWN,1.0,1.0,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.15729850522849267,0.7564102564102564
USDCAD_33_5.11.180_BUY_M15,USDCAD,,UNKNOWN,424,0,0,,NEW_YORK,0.470463769788601,0.8,LOW_VOL,,0.5511163914144885,1.0,DOWNTREND|UPTREND,,0.4674803134143708,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND,0.19079181728461386,0.7205882352941176
USDCAD_34_1.8.187_BUY_M15,USDCAD,,UNKNOWN,890,0,0,,LONDON,0.9335723270440253,1.0,,UNKNOWN,0.9231995143052286,1.0,UPTREND,RANGE|UNKNOWN,0.9238201495035144,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|LONDON|MID_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN,0.18055370246831207,0.796875
USDCAD_51_6.27.122_BUY_M15,USDCAD,,UNKNOWN,1168,0,0,,,0.36058921574616254,0.875,HIGH_VOL|MID_VOL,LOW_VOL|UNKNOWN,0.5405407164427782,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.5095710929570669,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|LOW_VOL|UPTREND|NEW_YORK|MID_VOL|UPTREND|NEW_YORK|UNKNOWN|UNKNOWN,0.14737877154059403,0.8243243243243243
USDCAD_77_3.51.113_SELL_M15,USDCAD,,UNKNOWN,580,0,0,ASIA|NY_PM,NEW_YORK,0.454431661297745,1.0,LOW_VOL,HIGH_VOL,0.8677604269618502,1.0,DOWNTREND,RANGE|UPTREND,0.9652657718542734,1.0,ASIA|LOW_VOL|UPTREND|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NY_PM|HIGH_VOL|UPTREND,LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|MID_VOL|UPTREND|NEW_YORK|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|RANGE,0.18635082450871926,0.7368421052631579
USDCHF_35_3.1.133_SELL_M15,USDCHF,,UNKNOWN,340,0,0,,,0.625952204762112,0.8333333333333333,MID_VOL,UNKNOWN,0.46993910543723527,1.0,DOWNTREND,RANGE|UNKNOWN,0.9209257088040929,0.875,ASIA|MID_VOL|DOWNTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|LOW_VOL|DOWNTREND|LONDON|MID_VOL|DOWNTREND,ASIA|LOW_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN,0.2587701588960407,0.7391304347826086
USDCHF_36_4.5.112_SELL_M15,USDCHF,,UNKNOWN,706,0,0,,,0.8690646560010251,1.0,,LOW_VOL|UNKNOWN,0.6462329755687931,1.0,DOWNTREND|UPTREND,RANGE|UNKNOWN,0.5402431845401214,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|UPTREND,0.2105455182277225,0.9285714285714286
USDCHF_52_3.17.186_BOTH_M15,USDCHF,,UNKNOWN,562,0,0,ASIA|LONDON|NEW_YORK,NY_PM,0.7124223402197046,1.0,HIGH_VOL|LOW_VOL|MID_VOL,UNKNOWN,0.41403410826582954,1.0,DOWNTREND|RANGE,UNKNOWN,0.5199193115144366,1.0,ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND,ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|UPTREND,0.15333223765305284,0.6857142857142857
USDCHF_53_6.47.153_BOTH_M15,USDCHF,,UNKNOWN,537,0,0,NEW_YORK,NY_PM,0.573575159946,1.0,HIGH_VOL|MID_VOL,LOW_VOL|UNKNOWN,0.6309315695051844,1.0,DOWNTREND|UPTREND,UNKNOWN,0.6281115313571994,1.0,ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|MID_VOL|RANGE,ASIA|LOW_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|RANGE|NEW_YORK|UNKNOWN|UNKNOWN,0.18474401774426763,0.7352941176470589
USDCHF_55_6.23.134_BUY_M15,USDCHF,BUY,BUY,537,537,0,NEW_YORK,NY_PM,0.6097968443848613,1.0,MID_VOL,UNKNOWN,0.4917309153624822,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.7114071038251366,1.0,ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|MID_VOL|RANGE|NEW_YORK|MID_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|RANGE|LONDON|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|RANGE,0.1499183025771181,0.6923076923076923
USDJPY_37_0.18430_BUY_M15,USDJPY,,UNKNOWN,1138,0,0,LONDON|NEW_YORK,,0.6383343620169355,1.0,HIGH_VOL|LOW_VOL,UNKNOWN,0.640439062718837,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.5110842558235188,1.0,LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|MID_VOL|UPTREND|NY_PM|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|UPTREND|NY_PM|UNKNOWN|UNKNOWN,LONDON|HIGH_VOL|DOWNTREND|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|UNKNOWN|UNKNOWN|NY_PM|HIGH_VOL|DOWNTREND|NY_PM|LOW_VOL|UPTREND,0.16252813459133797,0.8333333333333333
USDJPY_38_1.35.168_BUY_M15,USDJPY,,UNKNOWN,363,0,0,ASIA|LONDON|NEW_YORK|NY_PM,OFF_HOURS,0.3566383504323057,1.0,HIGH_VOL|LOW_VOL|MID_VOL,UNKNOWN,0.6254127774679034,1.0,UPTREND,RANGE|UNKNOWN,1.0,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN,0.15960062066703282,0.625
USDJPY_39_6.27.190_BUY_M15,USDJPY,BUY,BUY,1727,1727,0,ASIA|LONDON,NY_PM,0.739573284245986,1.0,HIGH_VOL|LOW_VOL|UNKNOWN,,0.4361354219010923,1.0,RANGE|UNKNOWN|UPTREND,,0.6070159421244319,1.0,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|UPTREND|NY_PM|HIGH_VOL|DOWNTREND,ASIA|HIGH_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|LOW_VOL|RANGE|NEW_YORK|MID_VOL|RANGE|NY_PM|HIGH_VOL|RANGE|NY_PM|LOW_VOL|UPTREND|NY_PM|MID_VOL|UPTREND,0.1870578792103727,0.8536585365853658
USDJPY_40_2.4.138_BUY_M15,USDJPY,BUY,BUY,585,585,0,ASIA,,0.8489106461994634,1.0,HIGH_VOL|LOW_VOL,,0.50308072263955,1.0,RANGE|UPTREND,DOWNTREND,0.5878137466021817,1.0,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|UPTREND,ASIA|MID_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,0.20872383455720508,0.8095238095238095
USDJPY_41_2.5.172_BUY_M15,USDJPY,,UNKNOWN,748,0,0,ASIA|LONDON,NEW_YORK|NY_PM,0.7264844959382375,1.0,HIGH_VOL|LOW_VOL|MID_VOL,,0.38174014539505735,1.0,RANGE|UPTREND,,0.7436929609308224,1.0,ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,ASIA|UNKNOWN|UNKNOWN|LONDON|MID_VOL|UPTREND|NEW_YORK|HIGH_VOL|RANGE|NY_PM|HIGH_VOL|RANGE,0.21195364448773876,0.7678571428571428
USDJPY_57_4.8.181_BUY_M15,USDJPY,,UNKNOWN,953,0,0,ASIA|NY_PM,NEW_YORK,0.7994815218817097,1.0,LOW_VOL,MID_VOL,0.8106757047408262,1.0,RANGE|UPTREND,DOWNTREND|UNKNOWN,0.5703362497496585,1.0,ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|LOW_VOL|UPTREND|LONDON|HIGH_VOL|UPTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|UPTREND,0.2917860794398315,0.75
USOIL.cash_42_1.25.121_BUY_M15,USOIL.cash,,UNKNOWN,837,0,0,ASIA|NY_PM,NEW_YORK,0.8276756382917411,1.0,LOW_VOL|UNKNOWN,HIGH_VOL,0.5753486667672609,1.0,UNKNOWN|UPTREND,,0.47606900428034077,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|LOW_VOL|DOWNTREND|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,ASIA|HIGH_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|NY_PM|HIGH_VOL|RANGE,0.23187035587136043,0.7702702702702703
USOIL.cash_43_5.11.112_BUY_M15,USOIL.cash,,UNKNOWN,547,0,0,ASIA,LONDON,0.9909326898468065,1.0,UNKNOWN,HIGH_VOL,0.45310218294829074,1.0,UNKNOWN,,0.48201141344801923,1.0,ASIA|LOW_VOL|RANGE|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|UPTREND,ASIA|MID_VOL|UPTREND|LONDON|HIGH_VOL|DOWNTREND|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE,0.18041624605339457,0.7666666666666666
USOIL.cash_44_6.17.127_BUY_M15,USOIL.cash,,UNKNOWN,689,0,0,ASIA|LONDON|NY_PM,NEW_YORK,0.5547616740941678,1.0,LOW_VOL|MID_VOL|UNKNOWN,HIGH_VOL,0.44487315948199396,1.0,RANGE|UNKNOWN|UPTREND,DOWNTREND,0.42499639925104415,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE,0.1481596040828951,0.7727272727272727
USOIL.cash_54_4.18.190_BOTH_M15,USOIL.cash,,UNKNOWN,689,0,0,ASIA|LONDON|NY_PM,NEW_YORK,0.5547616740941678,1.0,LOW_VOL|MID_VOL|UNKNOWN,HIGH_VOL,0.44487315948199396,1.0,RANGE|UNKNOWN|UPTREND,DOWNTREND,0.42499639925104415,1.0,ASIA|HIGH_VOL|RANGE|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|MID_VOL|RANGE|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN,ASIA|HIGH_VOL|DOWNTREND|ASIA|LOW_VOL|UPTREND|ASIA|MID_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|HIGH_VOL|UPTREND|LONDON|MID_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE,0.1481596040828951,0.7727272727272727
XAUUSD_45_2.13.130_BUY_M15,XAUUSD,,UNKNOWN,1570,0,0,ASIA|LONDON|NEW_YORK,NY_PM,0.6733579189896172,1.0,HIGH_VOL|MID_VOL|UNKNOWN,,0.44100934710849693,1.0,DOWNTREND|RANGE|UNKNOWN|UPTREND,,0.3846284685959606,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|LOW_VOL|RANGE|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN|LONDON|HIGH_VOL|DOWNTREND|LONDON|HIGH_VOL|RANGE|LONDON|LOW_VOL|RANGE|LONDON|MID_VOL|DOWNTREND|LONDON|MID_VOL|UPTREND|LONDON|UNKNOWN|UNKNOWN|NEW_YORK|HIGH_VOL|DOWNTREND|NEW_YORK|HIGH_VOL|RANGE|NEW_YORK|HIGH_VOL|UPTREND|NEW_YORK|UNKNOWN|UNKNOWN,ASIA|MID_VOL|DOWNTREND|LONDON|LOW_VOL|UPTREND|NY_PM|HIGH_VOL|UPTREND,0.1897056812899345,0.8125
XAUUSD_58_5.6.136_BUY_M15,XAUUSD,,UNKNOWN,1190,0,0,LONDON,,0.8392747055668087,0.75,HIGH_VOL|MID_VOL|UNKNOWN,,0.3519587513310542,1.0,DOWNTREND|UNKNOWN|UPTREND,,0.3802391494063298,1.0,ASIA|HIGH_VOL|DOWNTREND|ASIA|HIGH_VOL|RANGE|ASIA|HIGH_VOL|UPTREND|ASIA|LOW_VOL|DOWNTREND|ASIA|MID_VOL|DOWNTREND|ASIA|MID_VOL|RANGE|ASIA|MID_VOL|UPTREND|ASIA|UNKNOWN|UNKNOWN,ASIA|LOW_VOL|RANGE,0.16812719170075982,0.6666666666666666
