strategy_id,side_mix,symbol_count,trade_count,baseline_lot,avg_trade_0_1,avg_loss_0_1,p05_trade_0_1,p01_trade_0_1,worst_day_0_1,p05_day_0_1,expected_dd_0_1,stress_dd_0_1,robustness_score,portfolio_fit_score,diversification_score,regime_dependency_score,correlation_penalty,allowed_expected_dd_limit_abs,allowed_stress_dd_limit_abs,allowed_worst_day_limit_abs,allowed_day_p05_limit_abs,recommended_lot_size,max_safe_lot_size,expected_dd_at_recommended_lot,stress_dd_at_recommended_lot,max_loss_per_day_recommendation,recommended_risk_budget,sizing_constraints
AUDJPY_1_3.14.146_BUY_M15,,1,655,0.1,0.7496793893129773,-14.9079012345679,-18.52,-19.2,-19.35,-18.52,-420.52000000000015,-667.9979999999999,0.6000000000000001,0.7142192451279488,0.92825613705338,0.4909890515380504,0.0507573822124981,1020.0,1912.5,650.0,450.0,0.1,0.2,-420.52000000000015,-667.9979999999999,-18.52,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_2_5.20.109_BUY_M15,,1,664,0.1,2.674789156626506,-26.295236486486484,-45.73,-65.14399999999999,-96.74,-45.73,-661.3599999999998,-783.567999999999,1.0,0.7166291218439946,0.9327898904854718,0.5208051659777775,0.0309793726799387,1200.0,2250.0,650.0,450.0,0.1,0.1,-661.3599999999998,-783.567999999999,-45.73,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_3_3.19_BUY_M15,BUY,1,621,0.1,3.443768115942029,-24.580419847328244,-50.45,-55.844,-64.86,-50.45,-394.7700000000009,-636.9345000000001,0.8,0.7106924591881074,0.9209190583243824,0.49203900348768753,0.0489542932918791,1200.0,2250.0,650.0,450.0,0.2,0.3,-789.5400000000018,-1273.8690000000001,-100.9,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_46_3.50.181_BUY_M15,,1,572,0.1,1.9428846153846153,-21.833187250996016,-28.4525,-32.7629,-33.08,-28.455,-318.41000000000014,-540.4559999999998,1.0,0.7147751359984116,0.9296003160545796,0.5341445537113079,0.0183694154302234,1200.0,2250.0,650.0,450.0,0.2,0.3,-636.8200000000003,-1080.9119999999996,-56.91,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_47_6.30.171_BOTH_M15,,1,650,0.1,1.4904615384615383,-20.316777777777773,-27.0965,-36.227500000000006,-45.1,-27.125999999999998,-223.29999999999984,-501.437,1.0,0.7182163402084283,0.936237916255435,0.5516068508750663,0.0231841789370605,1200.0,2250.0,650.0,450.0,0.3,0.4,-669.8999999999994,-1504.311,-81.37799999999999,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_56_1.14.109_BUY_M15,,1,684,0.1,2.9852777777777777,-26.406228956228954,-49.6155,-59.9751,-110.6,-49.652499999999996,-409.73,-735.3414999999983,1.0,0.7135325416124048,0.9270850450907848,0.6039584931273437,0.0614640895980072,1020.0,2000.0,650.0,450.0,0.1,0.2,-409.73,-735.3414999999983,-49.652499999999996,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDJPY_78_3.7.108_BUY_M15,BUY,1,622,0.1,3.5334565916398706,-24.657984790874522,-50.427,-55.8387,-64.86,-50.427,-394.7700000000009,-619.9009999999997,0.8,0.7107465365030037,0.9210473225432158,0.4936799791892291,0.0484607615606952,1200.0,2250.0,650.0,450.0,0.2,0.3,-789.5400000000018,-1239.8019999999995,-100.854,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_48_5.8.189_SELL_M15,,1,839,0.1,1.8493921334922532,-28.268391608391607,-49.81999999999999,-81.0,-89.17999999999999,-49.89,-353.17999999999995,-759.0599999999993,1.0,0.7078598885750539,0.91571941024896,0.46118670919772575,0.0471870885121609,1200.0,2250.0,650.0,450.0,0.1,0.2,-353.17999999999995,-759.0599999999993,-49.89,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_4_3.27.109_SELL_M15,SELL,1,513,0.1,2.4132163742690054,-25.902211538461536,-66.0,-66.0,-66.0,-66.0,-326.8000000000004,-666.8099999999998,0.8,0.7030816833631505,0.9063437532498106,0.4535839506969059,0.0724732777488998,1200.0,2250.0,650.0,450.0,0.2,0.3,-653.6000000000008,-1333.6199999999997,-132.0,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_5_6.3.178_SELL_M15,SELL,1,640,0.1,0.904625,-24.7185559566787,-61.0,-61.0,-61.0,-61.0,-491.8999999999995,-869.5299999999999,0.6000000000000001,0.7037503207541961,0.9077826718675184,0.5758916800100135,0.074039762888589,1020.0,1912.5,650.0,450.0,0.1,0.2,-491.8999999999995,-869.5299999999999,-61.0,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_60_1.31.145_SELL_M15,,1,556,0.1,1.5498201438848922,-24.22760683760684,-40.125,-52.199999999999996,-87.5,-40.15,-317.5999999999998,-627.6900000000003,0.6000000000000001,0.7064836732528716,0.9130571850840477,0.4247085386647842,0.0551236063537971,1020.0,2125.0,650.0,450.0,0.2,0.3,-635.1999999999996,-1255.3800000000006,-80.3,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2125.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_61_6.25.174_SELL_M15,,1,562,0.1,1.8443416370106762,-23.025628742514964,-41.39,-64.663,-119.4,-41.2,-232.4999999999999,-478.9400000000001,1.0,0.7114059266977232,0.9227355275901892,0.5009439731523736,0.0334515717103138,1200.0,2250.0,650.0,450.0,0.3,0.4,-697.4999999999995,-1436.8200000000002,-123.6,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
AUDUSD_6_5.9.126_SELL_M15,,1,752,0.1,1.8888829787234038,-19.6453807106599,-36.769999999999996,-65.79599999999999,-90.0,-37.05,-466.4000000000003,-708.4349999999997,0.8,0.70984435283503,0.9197064894538436,0.4813430643887293,0.0697866084649206,1200.0,2250.0,650.0,450.0,0.1,0.2,-466.4000000000003,-708.4349999999997,-37.05,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_10_5.21.111_SELL_M15,SELL,1,472,0.1,1.8627330508474575,-21.470625,-58.27,-66.1443,-72.75,-58.795,-420.6699999999993,-631.4169999999996,0.6000000000000001,0.7120207062780775,0.9239479634632264,0.5757950084862246,0.0430496797815905,1020.0,1912.5,650.0,450.0,0.1,0.2,-420.6699999999993,-631.4169999999996,-58.795,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_49_2.36.141_BOTH_M15,,1,1162,0.1,0.8210499139414802,-25.996141975308642,-37.848499999999994,-79.5975,-119.58,-38.21649999999999,-394.51,-930.0780000000002,0.8,0.713672143302573,0.9271806731286558,0.537894736417877,0.0286652833154732,1200.0,2250.0,650.0,450.0,0.1,0.2,-394.51,-930.0780000000002,-38.21649999999999,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_62_3.31.132_BUY_M15,,1,633,0.1,0.7466824644549762,-18.5264,-28.47,-38.556000000000004,-56.15,-28.5025,-231.0700000000001,-396.8335000000001,0.6000000000000001,0.7225079163613687,0.9450102466435074,0.44794003188396175,0.0395947340274471,1020.0,2125.0,650.0,450.0,0.3,0.4,-693.2100000000003,-1190.5005,-85.5075,LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.3, ""max_safe_lot_size"": 0.4, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2125.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_63_4.21.189_SELL_M15,,1,850,0.1,0.9221411764705882,-22.06019607843137,-31.3565,-39.819900000000004,-58.89,-31.3595,-249.72999999999968,-596.7425000000001,0.8,0.7062231463841595,0.9123039395658014,0.45477913363628514,0.0598175564078103,1200.0,2250.0,650.0,450.0,0.2,0.3,-499.45999999999935,-1193.4850000000001,-62.719,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_70_2.27.108_SELL_M15,,1,816,0.1,0.2944607843137255,-17.203662790697674,-24.9325,-35.7635,-58.2,-24.950499999999998,-462.07999999999976,-653.0395000000001,0.6000000000000001,0.7095697990617501,0.919414381907284,0.5261435961259511,0.0555210469693234,1020.0,1912.5,650.0,450.0,0.1,0.2,-462.07999999999976,-653.0395000000001,-24.950499999999998,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_7_3.16.177_SELL_M15,,1,615,0.1,-0.12575609756097553,-13.10208661417323,-18.511,-24.482,-34.81,-18.514499999999998,-242.12999999999988,-487.2315,0.6000000000000001,0.7102144225360191,0.9205210809106164,0.6602295540153011,0.0353846487933226,867.0,1700.0,650.0,450.0,0.2,0.3,-484.25999999999976,-974.463,-37.028999999999996,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 867.0, ""max_stress_dd_abs"": 1700.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_8_6.1.186_SELL_M15,SELL,1,646,0.1,1.942414860681115,-23.077985611510794,-53.08,-79.387,-82.59,-53.08,-386.59999999999945,-736.4380000000002,0.8,0.7117459925379395,0.9231295633802103,0.4988426867541174,0.0238653326927569,1200.0,2250.0,650.0,450.0,0.2,0.3,-773.1999999999989,-1472.8760000000004,-106.16,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURGBP_9_5.2.127_SELL_M15,SELL,1,607,0.1,1.40331136738056,-19.525016393442623,-34.394,-35.1394,-47.849999999999994,-34.5975,-338.60000000000036,-725.6265,0.6000000000000001,0.7082999756329007,0.916449324090681,0.4709768056635221,0.0220293211550457,1020.0,1912.5,650.0,450.0,0.1,0.2,-338.60000000000036,-725.6265,-34.5975,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_11_1.42.105_SELL_M15,,1,533,0.1,1.104953095684803,-32.806935483870966,-43.08,-62.944,-122.1,-43.08,-309.4,-598.936,0.8,0.702904219579818,0.9057471818475292,0.5134384933832323,0.0426882484204963,1200.0,2250.0,650.0,450.0,0.2,0.3,-618.8,-1197.872,-86.16,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_12_3.47.124_BUY_M15,,1,648,0.1,0.916141975308642,-17.200848806366047,-26.665,-36.101,-43.8,-26.59,-315.5000000000002,-740.135,0.8,0.7156715921053975,0.9314769268986886,0.6047254221521273,0.0418322530163541,1020.0,2000.0,650.0,450.0,0.1,0.2,-315.5000000000002,-740.135,-26.59,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 2000.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_13_6.46.178_BUY_M15,,1,524,0.1,1.0705725190839694,-17.2712,-27.88,-34.908,-42.6,-27.88,-456.0200000000002,-644.3049999999996,0.8,0.7113234467682665,0.922680773210728,0.5796425793038251,0.0401460582261675,1200.0,2250.0,650.0,450.0,0.1,0.2,-456.0200000000002,-644.3049999999996,-27.88,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_14_5.6.167_BUY_M15,,1,702,0.1,1.365470085470085,-24.483083003952565,-35.27499999999999,-43.897,-67.46000000000001,-35.3,-379.2199999999999,-627.7810000000004,1.0,0.7139905576148113,0.927994857917516,0.505227020379704,0.0142697626544038,1200.0,2250.0,650.0,450.0,0.2,0.3,-758.4399999999998,-1255.5620000000008,-70.6,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_18_6.6.111_SELL_M15,SELL,1,1535,0.1,5.851765472312704,-36.197011764705884,-80.79,-155.59799999999998,-419.2,-134.4,-2298.0,-2114.656,1.0,0.698236009076973,0.897618911526771,0.37928607623590127,0.0540410308504392,1200.0,2500.0,650.0,450.0,0.1,,-2298.0,-2114.656,-134.4,,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": null, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_59_2.34.129_SELL_M15,,1,964,0.1,0.7868464730290455,-32.07627118644068,-46.4,-62.585,-117.8,-46.419999999999995,-442.68,-1172.785,0.8,0.6936448985389184,0.8874005945602508,0.4471274922219652,0.0888474181573862,1200.0,2500.0,650.0,450.0,0.1,0.2,-442.68,-1172.785,-46.419999999999995,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2500.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_64_4.34.165_BUY_M15,BUY,1,855,0.1,0.9643274853801173,-28.206787330316747,-41.1,-61.184,-97.86,-41.3,-561.8000000000002,-667.949,0.8,0.7163654552396935,0.9327501326193351,0.4917403789613768,0.0144667546946043,1200.0,2250.0,650.0,450.0,0.1,0.2,-561.8000000000002,-667.949,-41.3,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_71_5.30.159_SELL_M15,,1,1001,0.1,0.8002797202797204,-24.407826086956522,-35.9,-48.5,-84.48,-36.04,-460.1999999999998,-928.3639999999998,0.8,0.6952751505256676,0.8908813040132011,0.4641865427085472,0.0729800896977782,1200.0,2250.0,650.0,450.0,0.1,0.2,-460.1999999999998,-928.3639999999998,-36.04,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_72_5.42.127_SELL_M15,,1,989,0.1,0.8398988877654197,-24.59640625,-35.660000000000004,-52.724000000000004,-85.2,-35.685,-526.6999999999999,-878.5519999999999,0.8,0.6979379639097928,0.89596878009652,0.5459306041835171,0.0422873733313829,1200.0,2250.0,650.0,450.0,0.1,0.2,-526.6999999999999,-878.5519999999999,-35.685,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
EURUSD_73_5.43.181_SELL_M15,,1,941,0.1,1.1092029755579171,-23.830243902439026,-34.0,-50.6,-68.2,-34.03,-307.59999999999997,-738.6290000000002,0.8,0.696820872183499,0.8937404185617406,0.461615226259802,0.0517500254945888,1200.0,2250.0,650.0,450.0,0.2,0.3,-615.1999999999999,-1477.2580000000005,-68.06,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.2, ""max_safe_lot_size"": 0.3, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPJPY_50_5.35.116_BUY_M15,,1,539,0.1,3.3193506493506493,-40.65082191780822,-72.171,-85.1192,-87.7,-72.171,-619.0999999999998,-1038.790000000002,1.0,0.7212900651396877,0.9426682154330224,0.4968527631723187,0.0177898491121077,1200.0,2250.0,650.0,450.0,0.1,0.1,-619.0999999999998,-1038.790000000002,-72.171,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPJPY_65_2.14.157_BUY_M15,,1,680,0.1,5.50589705882353,-43.74003184713376,-75.5425,-89.4636,-92.24,-75.555,-604.8200000000002,-1241.6005000000007,1.0,0.7132585898017699,0.9267870318804744,0.4945053161107883,0.033493061124644,1200.0,2250.0,650.0,450.0,0.1,0.1,-604.8200000000002,-1241.6005000000007,-75.555,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPJPY_66_4.17.131_BOTH_M15,,1,908,0.1,3.1788215859030835,-45.14290076335878,-75.7925,-89.6079,-92.54,-75.8075,-1053.77,-1497.7000000000005,1.0,0.7083307968736124,0.916964815887173,0.5296714984841833,0.0802018599335028,1200.0,2250.0,650.0,450.0,0.1,0.1,-1053.77,-1497.7000000000005,-75.8075,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPJPY_67_4.19.99_BOTH_M15,,1,929,0.1,3.1705166846071045,-44.521629629629636,-75.802,-89.2908,-92.3,-75.807,-899.9599999999999,-1476.9865,1.0,0.7066461553961754,0.913526354850107,0.4525326992501775,0.0647516188279169,1200.0,2250.0,650.0,450.0,0.1,0.1,-899.9599999999999,-1476.9865,-75.807,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.1, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1200.0, ""max_stress_dd_abs"": 2250.0, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
GBPUSD_19_0.13205_BUY_M15,,1,498,0.1,0.6277108433734939,-12.671833910034604,-25.394999999999992,-84.93,-130.3,-25.559999999999995,-364.8000000000001,-665.6649999999996,0.6000000000000001,0.7220186173956313,0.943843580218882,0.5794483706899447,0.0348773471792169,1020.0,1912.5,650.0,450.0,0.1,0.2,-364.8000000000001,-665.6649999999996,-25.559999999999995,VERY_LOW,"{""baseline_lot"": 0.1, ""recommended_lot_size"": 0.1, ""max_safe_lot_size"": 0.2, ""lot_step"": 0.1, ""max_supported_lot"": 5.0, ""max_expected_dd_abs"": 1020.0, ""max_stress_dd_abs"": 1912.5, ""max_worst_day_abs"": 650.0, ""max_daily_p05_abs"": 450.0}"
